date_reco;serial;client;contrat;type_livraison;client_code;modele_machine;marque;couleur;toner;ville;code_postal;jours_avant_rupture;date_rupture_estimee;priorite;commentaire
2026-01-29;;;CT002442;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002553;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002551;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002568;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002575;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002518;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002571;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002433;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT001604;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002520;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002459;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002517;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002434;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002569;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002626;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT002526;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT000174;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT003732;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT001494;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT003730;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;CT005041;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;STCT000962;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;STCT000977;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;STCT000856;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
2026-01-29;;;STCT000970;stock_seulement;;;;cyan;cyan;;;0;2026-01-28;1;Risque de rupture imminent
